"id","corporate_office","zone","circle","division","subdivision","section","rate_schedule_main_grp","tariff","rate_schedule_code","debit_rate","credit_rate","demand_based_tariff","time_of_day","voltage_class_kv","active_installations","inactive_installations","total_installations","metered_installations","unmetered_installations","total_metered_unmetered","dc_mnr_installations","installations_billed","installations_unbilled","total_billed_unbilled","ob_active","ob_inactive","ob_total","demand_active","demand_inactive","demand_total","collection_active","collection_inactive","collection_total","assessed_taxed_consumption","assessed_tax_exempted_consumption","metered_taxed_consumption","metered_tax_exempted_consumption","total_consumption","bill_cancellation_consumption","net_consumption","wheeled_energy_units","ob_revenue","ob_interest_rev_misc","ob_interest_tax","ob_tax","ob_total_sum","misc_revenue","misc_demand","misc_interest_rev_arrears","misc_total_sum","cur_revenue","cur_misc_demand","cur_interest_rev_arrears","cur_interest_tax","cur_tax","cur_total_sum","dr_adj_revenue","dr_adj_misc","dr_adj_tax","dr_adj_total","bc_revenue","bc_misc","bc_interest_rev_misc","bc_interest_tax","bc_tax","bc_total_sum","net_demand_revenue","net_demand_tax","coll_revenue","coll_interest_rev_misc","coll_interest_tax","coll_tax","coll_total_sum","cr_adj_revenue","cr_adj_misc","cr_adj_tax","cr_adj_total","net_iod","net_reversal_iod","suspense_to_rr_transfer","from_rr_transfer","to_rr_transfer","pc_revenue","pc_interest_revenue","pc_interest_tax","pc_tax","pc_total","net_collection","write_off","cb_revenue","cb_interest_rev_misc","cb_interest_tax","cb_tax","cb_total_sum","average_cost_of_supply","pct_live_installations","pct_billed_installations","pct_dc_mnr_installations","pct_metered_consumption","pct_assessed_consumption","pct_coll_eff_with_adj","pct_coll_eff_without_adj","ratio_arrears_to_demand","demand_per_unit","coll_per_unit_with_adj","coll_per_unit_without_adj","consumption_per_installation","pct_recovery_of_avg_cost","gst_tcs_ob","gst_tcs_demand","gst_tcs_debit_adjustment","gst_tcs_bill_cancellation","gst_tcs_net_demand","gst_tcs_collection","gst_tcs_credit_adjustment","gst_tcs_payment_cancellation","gst_tcs_cb"
"914","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","HT","HT","HT2A1-N","23.2607","61.2607","N","N","Upto 11","11","1","12","11","0","11","0","10","1","11","26328554.03","0.0","26328554.03","110330042.51","0.0","110330042.51","113929917.15","0.0","113929917.15","0.0","0.0","11075685.76","0.0","11075685.76","12149.28","11063536.48","0.0","26328554.03","553409.99","19381.78","1812085.37","28837714.44","26328554.03","7306339.6","235848.09","33870741.71","95557079.41","7306339.6","235848.09","0.0","8411265.59","111510532.68","279704.17","0.0","0.0","279704.17","591116.45","0.0","0.0","0.0","15257.71","606374.16","110330042.51","8396007.88","113929917.15","220453.82","0.0","9556052.63","124532762.27","107503.98","0.0","0.0","107503.98","1572817.6","68452.31","0.0","0.0","0.0","68984.91","0.0","0.0","0.0","68984.91","124571281.33","36039.39","22692639.99","568804.27","0.0","652040.62","24095471.3","9.92","100","90.9091","0","100.0","0.0","86.5747","85.6594","0.165422","13.1514","11.3858","11.2438","1006880.5232","113.3447","124283.26","884041.83","0.0","0.0","884041.83","826338.67","0.0","0.0","181986.42"
"915","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","HT","HT","HT2A2-N","23.2237","61.2617","N","N","Upto 11","14","1","15","14","0","14","0","13","1","14","21427224.7","0.0","21427224.7","110172096.44","0.0","110172096.44","106424391.66","0.0","106424391.66","0.0","0.0","11332444.32","0.0","11332444.32","22581.22","11309863.1","0.0","21427224.7","366055.72","21417.32","1528559.41","23403886.26","21427224.7","7256811.74","195562.96","28879599.4","94830325.48","7256811.74","195562.96","0.0","8043345.88","110326046.06","729435.13","0.0","0.0","729435.13","292413.57","0.0","0.0","0.0","13612.01","306025.58","110172096.44","8029733.87","106424391.66","179022.09","0.0","8762305.73","115669031.04","93119.8","0.0","0.0","93119.8","1505676.42","26158.55","0.0","0.0","0.0","38837.2","0.0","0.0","0.0","38837.2","115723313.64","14211.93","25160717.55","382596.59","0.0","795987.55","26427955.5","9.92","100","92.8571","0","100.0","0.0","83.735","83.0922","0.188859","12.3482","10.3398","10.2069","809460.3087","102.8921","60629.11","331336.24","0.0","0.0","331336.24","303311.55","0.0","0.0","88653.8"
"916","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","HT","HT","HT2B1","23.2707","61.2707","N","N","11","10","1","11","10","0","10","0","9","1","10","18789807.32","0.0","18789807.32","92888527.16","0.0","92888527.16","91232073.13","0.0","91232073.13","0.0","0.0","10013205.72","0.0","10013205.72","18165.31","9995040.41","0.0","18789807.32","249081.2","19304.1","1255849.04","20364410.36","18789807.32","6148363.03","153345.02","25091515.37","80520370.15","6148363.03","153345.02","0.0","6930548.52","93752626.72","343441.72","0.0","0.0","343441.72","578700.81","0.0","0.0","0.0","22456.57","601157.38","92888527.16","6908091.95","91232073.13","140871.6","0.0","7520498.3","99388509.49","236091.49","0.0","0.0","236091.49","783143.52","36041.24","0.0","0.0","0.0","342354.91","0.0","0.0","0.0","342354.91","99282246.07","42449.01","20403812.34","261554.61","0.0","643442.69","21403013.78","9.92","100","90.0","0","100.0","0.0","84.0454","83.6293","0.179574","11.903","10.004","9.9257","1001320.572","100.0579","50368.69","538901.9","0.0","0.0","538901.9","495066.45","0.0","0.0","94204.14"
"917","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","HT","HT","HT2B2","23.2737","61.2737","N","N","11","13","1","14","13","0","13","0","12","1","13","17214637.85","0.0","17214637.85","113230494.98","0.0","113230494.98","106310723.65","0.0","106310723.65","0.0","0.0","10622839.93","0.0","10622839.93","5166.5","10617673.43","0.0","17214637.85","411320.13","16294.85","1066448.72","18782118.9","17214637.85","8040040.14","200746.38","25455424.36","97058433.11","8040040.14","200746.38","0.0","9106218.69","114405438.32","121105.03","0.0","0.0","121105.03","430616.19","0.0","0.0","0.0","31943.44","462559.63","113230494.98","9074275.26","106310723.65","186758.72","0.0","9463853.77","116664772.13","917486.99","0.0","0.0","917486.99","1197151.52","30969.87","0.0","0.0","0.0","20834.16","0.0","0.0","0.0","20834.16","117561424.96","14071.8","24120337.37","425307.79","0.0","676870.2","25348617.9","9.92","100","92.3077","0","100.0","0.0","84.1979","83.4149","0.181085","13.1775","11.0951","10.9824","817141.5333","110.7101","73417.34","756121.17","0.0","0.0","756121.17","703435.98","0.0","0.0","126102.54"
"918","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","HT","HT","HT2C1","23.2708","61.2708","N","N","11","17","1","18","17","0","17","0","16","1","17","47975053.86","0.0","47975053.86","195170458.16","0.0","195170458.16","201493075.27","0.0","201493075.27","0.0","0.0","13975780.31","0.0","13975780.31","15513.15","13960267.17","0.0","47975053.86","1120584.67","52187.68","2909768.31","52107289.12","47975053.86","13710717.9","678892.23","62364663.99","166874080.55","13710717.9","678892.23","0.0","14251042.98","195514733.66","688943.03","0.0","0.0","688943.03","1171785.68","0.0","0.0","0.0","40949.7","1212735.38","195170458.16","14210093.28","201493075.27","636689.02","0.0","16094012.43","218749597.43","1511253.37","0.0","0.0","1511253.37","2132273.12","90957.14","0.0","0.0","0.0","374222.7","0.0","0.0","0.0","374222.7","219886628.1","110658.09","41541778.66","1162787.89","0.0","1025849.16","43814964.57","9.92","100","94.1176","0","100.0","0.0","85.4249","84.8263","0.169452","18.5012","15.8046","15.652","822104.7243","157.7828","49694.6","560674.98","0.0","0.0","560674.98","525820.71","0.0","0.0","84548.86"
"919","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","LT","LT1","LT1-M","23.1017","61.1017","N","N","Upto 11","1012","77","1089","1012","0","1012","0","936","76","1012","165003.97","0.0","165003.97","1498108.75","0.0","1498108.75","1349172.07","0.0","1349172.07","8368.59","0.0","208617.09","0.0","216985.69","713.61","216272.07","0.0","165003.97","3801.94","146.56","19791.41","188743.88","165003.97","109510.05","2422.18","276936.2","1265882.84","109510.05","2422.18","0.0","114114.7","1491929.78","8671.05","0.0","0.0","8671.05","309.6","0.0","0.0","0.0","94.01","403.61","1498108.75","114020.69","1349172.07","2283.85","0.0","126259.04","1477714.97","2095.81","0.0","0.0","2095.81","20971.34","639.83","0.0","0.0","0.0","578.75","0.0","0.0","0.0","578.75","1479232.03","629.9","313310.75","3940.26","0.0","7553.07","324804.08","9.92","100","92.4901","0","96.1433","3.8567","84.3125","83.5402","0.182727","8.192","6.9068","6.8102","214.4127","68.6512","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"920","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","LT","LT2","LT2A1-N","23.1117","61.1117","N","N","Upto 11","23267","1771","25038","23267","0","23267","0","21510","1757","23267","49626204.22","0.0","49626204.22","244526789.39","0.0","244526789.39","240341297.65","0.0","240341297.65","811143.07","0.0","22559858.41","0.0","23371001.49","29459.84","23341541.65","0.0","49626204.22","1023755.31","44469.46","3097465.85","53791894.84","49626204.22","17766281.2","446581.33","67839066.75","207934335.6","17766281.2","446581.33","0.0","17132575.61","243279773.73","1789146.53","0.0","0.0","1789146.53","1622417.8","0.0","0.0","0.0","27906.3","1650324.1","244526789.39","17104669.3","240341297.65","416725.08","0.0","18877559.5","259635582.23","1954033.43","0.0","0.0","1954033.43","1940636.85","83486.1","0.0","0.0","0.0","870878.69","0.0","0.0","0.0","870878.69","260718736.97","19788.35","53791907.6","1053611.56","0.0","1324575.65","56170094.82","9.92","100","92.4485","0","96.5293","3.4707","83.5953","83.4522","0.17951","13.3887","11.1923","11.1093","1004.4699","111.989","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"921","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","371","28","399","371","0","371","0","343","28","371","466341.41","0.0","466341.41","3786376.39","0.0","3786376.39","3541681.22","0.0","3541681.22","13704.49","0.0","350834.84","0.0","364539.33","520.48","364018.84","0.0","466341.41","7540.57","547.54","59407.95","533837.48","466341.41","248189.82","8762.88","723294.12","3260865.42","248189.82","8762.88","0.0","277805.99","3795624.12","19794.99","0.0","0.0","19794.99","8189.43","0.0","0.0","0.0","348.7","8538.13","3786376.39","277457.3","3541681.22","8326.7","0.0","320428.76","3870436.68","23926.6","0.0","0.0","23926.6","29337.41","1290.43","0.0","0.0","0.0","10123.61","0.0","0.0","0.0","10123.61","3884239.66","678.51","710358.08","7976.76","0.0","16436.48","734771.32","9.92","100","92.4528","0","96.2406","3.7594","85.9225","85.6496","0.16189","12.4505","10.6978","10.6173","982.5858","107.0296","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"922","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","4442","338","4780","4442","0","4442","0","4107","335","4442","50594782.93","0.0","50594782.93","400073098.27","0.0","400073098.27","369144104.04","0.0","369144104.04","862562.1","0.0","36963555.51","0.0","37826117.61","58795.52","37767322.08","0.0","50594782.93","675585.05","71779.45","7027805.95","58791289.52","50594782.93","29130736.7","900361.01","80625880.63","338646123.11","29130736.7","900361.01","0.0","29976219.8","398653440.62","1507345.76","0.0","0.0","1507345.76","142566.01","0.0","0.0","0.0","135551.69","278117.7","400073098.27","29840668.12","369144104.04","853874.69","0.0","35093479.95","407505809.13","2061228.79","0.0","0.0","2061228.79","4744014.25","110971.82","0.0","0.0","0.0","218387.3","0.0","0.0","0.0","218387.3","409348650.62","63100.52","81460676.65","722071.37","0.0","1774994.11","84510519.42","9.92","100","92.4584","0","97.7197","2.2803","85.7449","85.0247","0.175776","12.7104","10.8985","10.7731","8515.56","108.6001","421336.14","2545791.6","0.0","0.0","2545791.6","2414350.45","0.0","0.0","552777.29"
"923","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","LT","LT5","LT5-N","23.1517","61.1517","N","N","Upto 11","1530","116","1646","1530","0","1530","0","1414","116","1530","56668727.49","0.0","56668727.49","230006465.1","0.0","230006465.1","226874638.5","0.0","226874638.5","338481.08","0.0","14323094.17","0.0","14661575.26","55866.61","14605708.64","0.0","56668727.49","1153437.6","24581.55","2080111.84","60167949.58","56668727.49","16267151.9","1131310.01","74067189.4","194380693.81","16267151.9","1131310.01","0.0","17056472.94","228835628.66","1341166.9","0.0","0.0","1341166.9","512319.43","0.0","0.0","0.0","72976.35","585295.79","230006465.1","16983496.59","226874638.5","1022370.61","0.0","17293828.97","246597394.8","361288.68","0.0","0.0","361288.68","2467824.41","48350.01","0.0","0.0","0.0","717714.1","0.0","0.0","0.0","717714.1","246240969.39","2237.66","59798316.43","1262377.0","0.0","1769779.46","63221440.6","9.92","100","92.4183","0","97.6914","2.3086","81.8636","81.4114","0.207798","20.7511","16.9876","16.8193","9582.7289","169.5494","241091.09","1556433.34","0.0","0.0","1556433.34","1406556.72","0.0","0.0","390967.71"
"924","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","LT","LT4","LT4-N","23.1417","61.1417","N","N","Upto 11","342","26","368","342","0","342","0","316","26","342","482679.26","0.0","482679.26","4831724.11","0.0","4831724.11","4448441.19","0.0","4448441.19","65364.0","0.0","1652775.53","0.0","1718139.53","4973.42","1713166.12","0.0","482679.26","13981.15","602.45","48778.97","546041.83","482679.26","322615.74","8497.81","813792.81","4169970.1","322615.74","8497.81","0.0","362428.59","4863512.24","235.34","0.0","0.0","235.34","708.45","0.0","0.0","0.0","1044.62","1753.06","4831724.11","361383.97","4448441.19","8124.84","0.0","393159.36","4849725.38","8635.74","0.0","0.0","8635.74","44585.29","2148.13","0.0","0.0","0.0","1121.77","0.0","0.0","0.0","1121.77","4857239.35","1308.82","864653.36","14354.13","0.0","17003.58","896011.07","9.92","100","92.3977","0","96.1957","3.8043","86.2048","85.423","0.157817","3.3045","2.8486","2.8227","5023.7998","28.4542","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"925","BESCOM Corporate Office","CTAZ","Tumkur Circle","Tumakuru","Kyatsandra","Kyatsandra","HT","HT","HT1","23.2507","61.2507","N","N","11","13","1","14","13","0","13","0","12","1","13","16219242.19","0.0","16219242.19","136430287.13","0.0","136430287.13","125290700.87","0.0","125290700.87","0.0","0.0","10158101.73","0.0","10158101.73","30601.51","10127500.21","0.0","16219242.19","364713.39","36403.65","2011549.83","18697863.75","16219242.19","9045336.73","212404.03","25476982.95","117341468.98","9045336.73","212404.03","0.0","10129533.24","136728742.97","1112281.9","0.0","0.0","1112281.9","538945.25","0.0","0.0","0.0","8674.65","547619.91","136430287.13","10120858.59","125290700.87","199252.08","0.0","11389313.46","137956199.27","1089481.21","0.0","0.0","1089481.21","1276794.64","60846.65","0.0","0.0","0.0","176206.24","0.0","0.0","0.0","176206.24","138869474.24","37073.35","27321755.11","377865.33","0.0","743094.95","28579754.74","9.92","100","92.3077","0","100.0","0.0","85.2527","85.0501","0.174995","16.0776","13.7066","13.5809","781392.4404","136.9043","65954.69","1148017.51","0.0","0.0","1148017.51","1076932.85","0.0","0.0","137039.35"
"926","BESCOM Corporate Office","CTAZ","Tumkur Circle","Tumakuru","Kyatsandra","Kyatsandra","HT","HT","HT2A1-N","23.2607","61.2607","N","N","Upto 11","8","1","9","8","0","8","0","7","1","8","9581357.23","0.0","9581357.23","77931956.26","0.0","77931956.26","72399017.57","0.0","72399017.57","0.0","0.0","6309989.0","0.0","6309989.0","5116.62","6304872.37","0.0","9581357.23","171425.43","13138.33","867859.84","10723480.24","9581357.23","5334492.93","174173.87","15090024.03","66738209.54","5334492.93","174173.87","0.0","5725274.07","77972150.42","372943.0","0.0","0.0","372943.0","196529.89","0.0","0.0","0.0","16151.85","212681.74","77931956.26","5709122.22","72399017.57","165226.53","0.0","6254443.49","79379620.27","644236.24","0.0","0.0","644236.24","916422.07","3364.46","0.0","0.0","0.0","250725.54","0.0","0.0","0.0","250725.54","79773130.97","3846.0","15110449.92","180372.77","0.0","322538.57","15733436.29","9.92","100","87.5","0","100.0","0.0","85.9378","85.2974","0.168389","14.8075","12.7252","12.58","788748.6245","126.8145","89699.42","591308.29","0.0","0.0","591308.29","560932.68","0.0","0.0","120075.03"
"927","BESCOM Corporate Office","CTAZ","Tumkur Circle","Tumakuru","Kyatsandra","Kyatsandra","HT","HT","HT2A2-N","23.2237","61.2617","N","N","Upto 11","12","1","13","12","0","12","0","11","1","12","13847677.79","0.0","13847677.79","124231631.3","0.0","124231631.3","102161100.47","0.0","102161100.47","0.0","0.0","11340772.72","0.0","11340772.72","8851.42","11331921.3","0.0","13847677.79","257558.85","8599.79","1707898.54","15931105.23","13847677.79","8901398.81","175517.95","22924594.54","105939475.12","8901398.81","175517.95","0.0","8722156.58","123738548.45","800707.42","0.0","0.0","800707.42","662384.75","0.0","0.0","0.0","8150.38","670535.13","124231631.3","8714006.2","102161100.47","149691.4","0.0","8895327.11","112010378.17","174593.81","0.0","0.0","174593.81","1631986.01","20716.23","0.0","0.0","0.0","3491.17","0.0","0.0","0.0","3491.17","112181480.81","12701.09","35905507.53","283385.4","0.0","1526577.63","37963601.21","9.92","100","91.6667","0","100.0","0.0","77.0646","76.3725","0.257443","13.003","10.0207","9.8768","945064.3935","99.5644","109370.26","943019.58","0.0","0.0","943019.58","804259.19","0.0","0.0","248130.66"
"928","BESCOM Corporate Office","CTAZ","Tumkur Circle","Tumakuru","Kyatsandra","Kyatsandra","HT","HT","HT2B1","23.2707","61.2707","N","N","11","9","1","10","9","0","9","0","8","1","9","20456307.41","0.0","20456307.41","101539600.07","0.0","101539600.07","93558969.26","0.0","93558969.26","0.0","0.0","8872211.26","0.0","8872211.26","21131.36","8851079.9","0.0","20456307.41","215112.88","17544.54","1768172.97","22496722.57","20456307.41","6910599.95","231873.72","27598781.08","87731943.16","6910599.95","231873.72","0.0","7982766.99","102857183.82","192246.01","0.0","0.0","192246.01","669536.45","0.0","0.0","0.0","23946.55","693483.0","101539600.07","7958820.43","93558969.26","200519.61","0.0","8432411.9","102528329.91","419418.99","0.0","0.0","419418.99","1455577.95","2075.69","0.0","0.0","0.0","281642.78","0.0","0.0","0.0","281642.78","102666106.13","57136.73","28379801.48","246466.98","0.0","1294581.5","30013040.25","9.92","100","88.8889","0","100.0","0.0","79.5908","78.5923","0.229724","14.7256","11.7202","11.5561","985801.251","116.4931","39584.78","389034.64","0.0","0.0","389034.64","336429.13","0.0","0.0","92190.28"
"929","BESCOM Corporate Office","CTAZ","Tumkur Circle","Tumakuru","Kyatsandra","Kyatsandra","HT","HT","HT2B2","23.2737","61.2737","N","N","11","12","1","13","12","0","12","0","11","1","12","18145098.86","0.0","18145098.86","100675812.91","0.0","100675812.91","90980310.88","0.0","90980310.88","0.0","0.0","9984625.3","0.0","9984625.3","21091.02","9963534.29","0.0","18145098.86","337427.81","21263.55","1188110.55","19765830.08","18145098.86","7196402.44","297185.31","25638686.61","85780001.0","7196402.44","297185.31","0.0","7454267.59","100727856.35","562964.68","0.0","0.0","562964.68","654328.28","0.0","0.0","0.0","18145.54","672473.82","100675812.91","7436122.05","90980310.88","260168.26","0.0","7565893.62","99302707.42","618993.57","0.0","0.0","618993.57","1380325.59","16918.69","0.0","0.0","0.0","302900.26","0.0","0.0","0.0","302900.26","99618800.73","2169.11","27838431.78","374444.87","0.0","1058338.98","29415764.02","9.92","100","91.6667","0","100.0","0.0","79.322","78.5831","0.231749","12.7125","10.0838","9.9456","832052.1087","100.2577","73929.3","566953.76","0.0","0.0","566953.76","496334.66","0.0","0.0","144548.4"
"930","BESCOM Corporate Office","CTAZ","Tumkur Circle","Tumakuru","Kyatsandra","Kyatsandra","HT","HT","HT2C1","23.2708","61.2708","N","N","11","15","1","16","15","0","15","0","14","1","15","29604956.19","0.0","29604956.19","140719540.14","0.0","140719540.14","131335909.3","0.0","131335909.3","0.0","0.0","10539919.54","0.0","10539919.54","23144.42","10516775.13","0.0","29604956.19","510074.13","30949.4","2225563.02","32488002.79","29604956.19","9363192.37","493387.0","39461535.55","121013912.16","9363192.37","493387.0","0.0","11005758.13","141876249.66","521042.44","0.0","0.0","521042.44","528573.18","0.0","0.0","0.0","54780.96","583354.15","140719540.14","10950977.17","131335909.3","430221.2","0.0","11537383.15","144251778.74","210517.06","0.0","0.0","210517.06","1652534.0","24248.77","0.0","0.0","0.0","268962.52","0.0","0.0","0.0","268962.52","144193333.27","117960.93","38870626.1","573239.93","0.0","1639157.03","41338708.98","9.92","100","93.3333","0","100.0","0.0","80.2294","79.5487","0.227312","17.2543","13.843","13.6862","702661.3028","137.966","116460.05","1087490.96","0.0","0.0","1087490.96","948265.08","0.0","0.0","255685.93"
"931","BESCOM Corporate Office","CTAZ","Tumkur Circle","Tumakuru","Kyatsandra","Kyatsandra","LT","LT1","LT1-M","23.1017","61.1017","N","N","Upto 11","904","69","973","904","0","904","0","836","68","904","285444.03","0.0","285444.03","1209161.1","0.0","1209161.1","1194380.17","0.0","1194380.17","8580.61","0.0","205494.67","0.0","214075.28","788.3","213286.98","0.0","285444.03","5324.01","230.18","12897.08","303895.3","285444.03","83224.07","4745.73","373413.83","1026271.58","83224.07","4745.73","0.0","89793.59","1204034.98","8377.49","0.0","0.0","8377.49","1427.58","0.0","0.0","0.0","338.21","1765.78","1209161.1","89455.39","1194380.17","4321.21","0.0","93504.8","1292206.18","85.71","0.0","0.0","85.71","15451.18","752.0","0.0","0.0","0.0","1496.03","0.0","0.0","0.0","1496.03","1290795.86","1212.47","299012.49","5748.52","0.0","8847.67","313608.68","9.92","100","92.4779","0","95.9918","4.0082","82.4591","81.9175","0.197757","7.4078","6.1084","6.0362","236.8089","60.849","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
